Age,Gender,Amount,Interest,MonthlyPayment,UseOfLoan,Education,MaritalStatus,EmploymentStatus,WorkExperience,HomeOwnershipType,IncomeTotal,DebtToIncome,Status
55,1.0,1270.0,62.55,131.34,2,3.0,4.0,2,1,1.0,1300.0,21.72,2
28,1.0,1485.0,64.04,88.46,7,3.0,3.0,2,2,2.0,930.0,24.14,1
54,1.0,740.0,75.92,49.07,8,5.0,3.0,2,5,7.0,1500.0,3.27,1
44,0.0,1060.0,26.85,34.58,2,4.0,1.0,2,1,1.0,3146.0,19.92,1
40,0.0,2125.0,40.0,760.67,5,5.0,3.0,2,1,3.0,2700.0,41.14,1
25,1.0,530.0,26.54,96.44,2,2.0,2.0,2,3,6.0,1090.0,32.7,2
37,0.0,530.0,38.49,21.16,2,4.0,4.0,0,3,3.0,1300.0,9.32,1
27,1.0,530.0,25.7,36.95,8,5.0,3.0,2,3,3.0,1180.0,15.84,2
27,1.0,5315.0,36.05,203.73,7,4.0,2.0,2,3,4.0,1468.0,21.37,2
33,1.0,740.0,48.33,157.86,7,5.0,4.0,2,1,4.0,2727.0,47.63,1
26,1.0,2115.0,49.67,436.14,0,5.0,3.0,2,3,4.0,1500.0,63.94,1
51,0.0,2640.0,37.73,419.07,2,4.0,2.0,2,5,8.0,3710.0,11.3,1
27,1.0,1590.0,64.95,591.83,1,5.0,3.0,0,2,2.0,1280.0,46.24,1
40,0.0,1590.0,16.7,42.71,0,4.0,4.0,2,1,6.0,1500.0,55.86,0
64,1.0,530.0,11.64,92.5,7,5.0,1.0,1,5,1.0,949.0,13.96,2
35,0.0,3190.0,25.03,135.53,5,4.0,2.0,2,0,1.0,4513.0,35.2,1
51,0.0,915.0,45.75,341.13,0,5.0,1.0,2,0,3.0,2628.0,42.7,1
27,0.0,530.0,23.24,51.08,2,5.0,3.0,2,2,3.0,2100.0,9.62,2
31,0.0,2125.0,57.03,781.06,0,3.0,3.0,2,0,3.0,2400.0,68.08,1
51,1.0,6590.0,23.36,201.42,2,4.0,5.0,2,3,1.0,1030.0,30.31,0
29,0.0,4250.0,31.17,139.87,2,5.0,4.0,2,3,1.0,1520.0,24.93,2
33,0.0,555.0,66.01,655.5,8,3.0,3.0,2,3,2.0,3630.0,21.17,1
32,0.0,3190.0,19.44,103.04,3,5.0,3.0,2,3,2.0,871.0,23.31,2
33,0.0,2505.0,29.57,254.87,2,4.0,1.0,2,1,1.0,1180.0,33.89,2
26,1.0,2125.0,59.64,116.3,0,4.0,1.0,2,3,4.0,1786.0,44.42,2
49,1.0,2655.0,24.51,82.92,7,2.0,2.0,1,1,3.0,1247.0,40.55,2
39,1.0,530.0,37.19,40.01,7,4.0,2.0,2,1,7.0,973.0,4.11,2
52,0.0,1230.0,69.01,135.76,2,4.0,4.0,2,5,3.0,700.0,19.39,1
41,0.0,5185.0,34.53,307.39,3,4.0,4.0,2,1,3.0,2500.0,12.3,1
31,1.0,340.0,70.05,206.21,7,5.0,3.0,2,2,2.0,850.0,24.26,1
48,0.0,1060.0,24.43,33.06,3,4.0,1.0,0,5,1.0,1800.0,7.0,0
24,0.0,530.0,38.99,33.3,4,2.0,1.0,2,2,3.0,700.0,15.47,2
27,0.0,2125.0,33.83,78.43,7,4.0,2.0,2,3,3.0,1000.0,7.84,1
35,0.0,1590.0,37.43,62.37,0,4.0,2.0,2,1,3.0,1300.0,69.19,2
39,1.0,6910.0,15.66,181.77,0,4.0,2.0,2,1,1.0,1139.0,54.2,1
26,1.0,760.0,64.36,160.77,7,4.0,3.0,2,3,3.0,1031.0,25.29,1
31,1.0,530.0,21.21,15.55,7,2.0,3.0,2,4,1.0,499.0,49.61,2
57,1.0,2125.0,33.49,77.97,4,5.0,3.0,2,5,4.0,1800.0,67.72,1
36,1.0,530.0,24.63,16.59,7,5.0,2.0,2,0,3.0,1980.0,0.84,1
30,0.0,2050.0,28.71,250.97,0,2.0,1.0,2,0,6.0,2762.0,49.96,1
50,1.0,1060.0,31.63,37.66,2,5.0,1.0,2,5,1.0,1056.0,17.56,2
41,1.0,5240.0,18.23,294.3,7,5.0,1.0,2,1,8.0,1780.0,28.5,2
24,0.0,3185.0,19.47,90.35,2,2.0,3.0,2,3,1.0,1008.0,67.0,1
24,0.0,5315.0,38.98,213.89,0,3.0,2.0,2,4,3.0,1150.0,53.36,1
26,1.0,1060.0,26.27,34.2,7,4.0,2.0,2,3,6.0,553.0,53.63,0
34,1.0,530.0,26.51,17.18,7,4.0,2.0,0,3,4.0,1275.0,5.5,2
40,1.0,4985.0,16.94,361.46,3,4.0,4.0,2,1,3.0,1383.0,57.44,2
37,0.0,1060.0,40.38,67.38,2,3.0,1.0,2,1,3.0,1230.0,13.61,1
51,0.0,1060.0,13.98,26.96,1,4.0,2.0,2,5,3.0,736.0,33.15,0
44,0.0,5160.0,18.09,293.5,3,4.0,2.0,2,1,1.0,2200.0,36.02,2
39,0.0,5845.0,20.45,168.99,7,4.0,2.0,2,1,3.0,1031.0,38.65,0
52,1.0,2125.0,33.81,78.41,7,3.0,1.0,0,5,1.0,8500.0,53.57,0
27,0.0,3505.0,22.71,105.83,7,4.0,3.0,2,3,1.0,1475.0,42.2,1
21,0.0,7655.0,23.92,421.01,4,4.0,3.0,2,2,1.0,1555.0,27.07,1
33,0.0,530.0,35.96,20.28,8,2.0,1.0,2,2,3.0,1440.0,1.41,1
34,0.0,530.0,35.96,20.28,2,2.0,3.0,2,0,1.0,1000.0,2.03,1
43,1.0,2655.0,12.23,65.12,5,5.0,4.0,2,3,8.0,2278.0,36.49,2
30,1.0,2785.0,30.9,205.02,4,4.0,2.0,2,2,1.0,1328.0,15.44,1
42,0.0,1605.0,48.58,216.83,7,2.0,3.0,2,5,2.0,1242.0,64.32,1
26,0.0,2655.0,36.96,103.34,0,4.0,2.0,2,4,1.0,950.0,47.83,1
25,1.0,1060.0,44.09,46.29,4,3.0,2.0,2,2,4.0,489.0,41.98,2
47,0.0,530.0,15.93,93.63,4,4.0,3.0,2,5,1.0,922.0,36.73,2
30,0.0,530.0,16.33,14.13,2,4.0,2.0,2,0,8.0,623.0,19.12,2
64,0.0,1165.0,17.08,31.53,8,3.0,1.0,1,5,1.0,300.0,10.51,1
30,0.0,1645.0,53.48,267.92,7,3.0,3.0,2,2,3.0,1284.0,59.81,1
37,0.0,1110.0,62.48,193.24,2,5.0,3.0,2,0,6.0,1254.0,15.41,2
26,0.0,740.0,22.41,22.21,7,4.0,2.0,2,4,3.0,985.0,9.84,0
35,0.0,2125.0,26.26,92.73,2,2.0,1.0,0,1,8.0,3140.0,15.89,2
44,0.0,435.0,61.24,291.3,0,3.0,1.0,2,1,1.0,1900.0,26.75,1
37,0.0,1175.0,64.34,123.73,2,1.0,3.0,2,0,2.0,1200.0,15.31,2
31,1.0,1165.0,13.95,29.6,5,4.0,1.0,2,0,2.0,1761.0,23.44,1
56,1.0,3505.0,23.91,108.25,2,4.0,4.0,2,5,1.0,980.0,21.6,0
48,0.0,530.0,28.93,17.95,5,2.0,1.0,2,2,1.0,1100.0,1.63,2
26,1.0,1060.0,37.1,79.97,6,5.0,2.0,2,4,6.0,823.0,65.12,0
52,1.0,1595.0,32.05,57.09,0,3.0,5.0,2,5,1.0,867.0,10.04,1
38,0.0,1595.0,36.5,62.73,0,4.0,2.0,2,0,6.0,1903.0,48.25,1
22,0.0,4250.0,30.65,148.41,7,2.0,3.0,2,2,6.0,1300.0,35.03,2
39,0.0,1595.0,60.52,88.34,7,5.0,3.0,2,0,4.0,1087.0,55.32,1
56,1.0,4250.0,20.98,124.14,2,5.0,4.0,2,5,8.0,2469.0,5.03,1
35,0.0,460.0,69.08,394.03,2,4.0,1.0,2,0,1.0,1272.0,30.98,2
37,0.0,340.0,63.18,297.18,0,3.0,3.0,2,0,3.0,1500.0,46.81,1
58,1.0,3190.0,19.55,90.63,0,4.0,2.0,2,5,1.0,1745.0,52.19,2
24,0.0,3295.0,23.81,136.09,6,2.0,3.0,2,2,2.0,450.0,42.46,2
38,0.0,1060.0,46.32,206.72,4,3.0,4.0,2,2,3.0,1591.0,62.08,2
49,0.0,1355.0,52.01,141.19,7,5.0,4.0,2,1,8.0,2100.0,6.72,1
57,0.0,2655.0,14.99,68.9,0,4.0,3.0,2,5,1.0,837.0,57.04,2
46,1.0,3805.0,35.31,201.2,2,3.0,1.0,2,1,8.0,2420.0,40.3,2
41,0.0,1060.0,39.63,43.11,2,3.0,1.0,2,1,1.0,1400.0,10.08,1
45,0.0,1595.0,18.18,105.37,0,5.0,1.0,2,1,1.0,2800.0,30.82,2
24,0.0,530.0,33.46,19.44,2,5.0,3.0,2,2,2.0,600.0,45.22,2
31,0.0,955.0,51.25,349.39,7,3.0,3.0,2,3,3.0,1375.0,54.21,2
37,1.0,3190.0,19.01,90.45,7,4.0,2.0,2,5,1.0,1250.0,55.64,2
38,0.0,4250.0,31.42,150.44,7,4.0,1.0,2,0,1.0,1300.0,27.58,2
30,0.0,420.0,57.8,360.35,3,4.0,1.0,0,2,3.0,3927.0,31.26,2
37,1.0,440.0,57.71,124.38,2,4.0,3.0,1,1,2.0,1395.0,33.44,1
48,1.0,635.0,32.34,64.02,2,2.0,2.0,2,0,1.0,740.0,8.65,2
54,1.0,6375.0,20.65,185.02,2,4.0,3.0,2,5,3.0,800.0,48.55,1
23,0.0,530.0,16.32,93.74,0,4.0,2.0,2,3,1.0,1932.0,14.58,2
47,1.0,1060.0,28.55,134.52,2,5.0,1.0,2,1,4.0,1107.0,28.83,2
29,0.0,530.0,43.94,23.09,7,4.0,2.0,0,3,1.0,960.0,7.86,2
50,0.0,435.0,57.43,338.56,3,5.0,1.0,0,5,1.0,2000.0,16.93,0
30,0.0,1595.0,32.53,62.14,8,3.0,3.0,2,4,2.0,850.0,22.96,1
34,1.0,635.0,16.62,58.07,2,5.0,3.0,2,0,1.0,789.0,16.08,2
30,1.0,740.0,14.95,254.43,5,5.0,2.0,2,4,1.0,1250.0,39.71,2
33,1.0,3185.0,34.17,191.89,2,3.0,1.0,0,3,1.0,1200.0,24.32,2
48,0.0,740.0,20.6,21.45,2,3.0,1.0,2,5,1.0,1900.0,57.34,2
67,1.0,1060.0,27.34,74.75,2,5.0,2.0,1,5,6.0,1580.0,14.22,1
40,0.0,680.0,48.71,199.18,2,4.0,3.0,2,1,4.0,1400.0,67.73,1
48,0.0,415.0,53.0,530.48,7,3.0,4.0,2,5,2.0,2200.0,38.29,1
38,0.0,1060.0,58.15,53.87,5,3.0,3.0,2,1,3.0,950.0,45.84,1
26,0.0,1060.0,48.3,59.27,7,4.0,3.0,2,2,3.0,2192.0,38.56,1
31,1.0,1590.0,18.41,44.18,7,4.0,2.0,2,3,7.0,670.0,19.51,2
41,0.0,2445.0,33.77,274.34,0,4.0,1.0,2,1,8.0,2141.0,46.62,2
34,0.0,530.0,60.89,196.04,7,5.0,3.0,2,0,3.0,2200.0,14.05,1
38,1.0,1100.0,65.21,247.57,5,3.0,3.0,2,0,2.0,1200.0,67.55,2
34,0.0,530.0,55.58,194.43,7,5.0,1.0,2,0,3.0,1840.0,37.63,2
22,0.0,1060.0,43.55,45.9,4,3.0,3.0,2,2,1.0,1295.0,3.54,2
22,0.0,5315.0,25.88,170.28,6,4.0,3.0,2,2,2.0,2000.0,8.51,2
27,0.0,4250.0,20.64,226.84,4,4.0,1.0,2,3,3.0,1500.0,15.12,1
54,0.0,5315.0,23.72,163.56,7,5.0,1.0,0,5,7.0,1000.0,30.66,1
43,1.0,7440.0,16.68,199.74,0,4.0,1.0,2,2,4.0,742.0,50.39,1
26,0.0,530.0,43.3,22.86,7,3.0,3.0,2,3,2.0,900.0,2.54,2
54,0.0,2125.0,30.05,73.41,0,3.0,3.0,1,5,3.0,1770.0,18.16,2
32,0.0,5315.0,20.61,154.14,3,5.0,3.0,2,0,8.0,1080.0,26.21,2
53,1.0,1275.0,23.6,39.14,7,4.0,1.0,2,5,1.0,1100.0,23.4,1
31,0.0,3185.0,35.16,151.26,5,3.0,3.0,2,0,3.0,2040.0,27.47,2
45,0.0,4250.0,35.53,161.49,0,3.0,4.0,1,1,4.0,1590.0,35.31,1
22,0.0,2335.0,40.52,96.35,5,4.0,2.0,2,2,2.0,632.0,46.89,2
22,0.0,1490.0,42.92,113.83,2,3.0,3.0,0,2,2.0,1050.0,15.6,1
53,1.0,1590.0,29.7,113.99,2,4.0,1.0,2,5,1.0,2249.0,37.44,2
41,1.0,2655.0,18.52,73.93,7,5.0,1.0,2,1,9.0,1650.0,12.75,2
56,1.0,2435.0,32.82,385.6,0,5.0,1.0,2,5,4.0,3000.0,24.12,2
45,1.0,635.0,26.86,115.65,7,4.0,2.0,1,0,1.0,1017.0,32.36,2
31,0.0,1060.0,15.54,27.81,6,4.0,3.0,2,0,8.0,1000.0,52.78,0
28,1.0,4570.0,28.71,154.15,2,3.0,1.0,2,3,3.0,1475.0,13.5,1
32,1.0,530.0,63.61,196.87,8,5.0,4.0,0,3,2.0,1800.0,28.99,1
45,1.0,1590.0,12.6,39.3,7,5.0,2.0,2,2,7.0,757.0,50.68,2
54,1.0,740.0,20.35,21.35,7,5.0,3.0,2,5,1.0,650.0,35.9,0
34,0.0,1060.0,20.4,30.62,8,4.0,1.0,0,0,1.0,1500.0,23.85,1
32,1.0,4780.0,28.71,161.25,5,3.0,3.0,2,3,5.0,1441.0,62.75,1
35,0.0,850.0,57.75,96.73,7,3.0,3.0,2,1,2.0,883.0,10.95,2
29,0.0,925.0,51.29,234.64,7,3.0,3.0,2,0,4.0,1500.0,51.04,1
31,1.0,600.0,47.64,174.64,0,1.0,3.0,2,3,2.0,1200.0,67.89,2
24,1.0,4780.0,30.53,166.57,7,2.0,2.0,2,3,3.0,600.0,54.1,1
40,1.0,1060.0,31.54,37.6,6,5.0,2.0,2,1,1.0,1238.0,25.49,1
40,0.0,635.0,52.5,264.3,2,2.0,1.0,2,1,2.0,1192.0,68.98,2
34,0.0,1165.0,82.73,445.59,7,3.0,3.0,2,1,2.0,1300.0,49.05,1
28,0.0,2655.0,40.53,168.97,2,2.0,1.0,2,3,2.0,2016.0,8.38,2
59,1.0,5635.0,36.75,218.56,5,5.0,3.0,1,5,1.0,1944.0,11.24,1
52,1.0,1275.0,61.79,113.11,2,2.0,4.0,2,1,2.0,1150.0,9.84,1
27,0.0,1060.0,45.1,56.5,7,3.0,3.0,2,2,2.0,1049.0,63.63,2
26,0.0,1060.0,31.35,37.48,2,4.0,2.0,2,3,3.0,800.0,4.68,1
22,0.0,955.0,34.48,35.64,6,4.0,3.0,2,4,2.0,1550.0,2.3,2
31,1.0,530.0,27.17,17.38,2,4.0,1.0,2,3,1.0,888.0,11.41,0
53,0.0,3185.0,37.1,124.26,6,4.0,1.0,2,5,1.0,3300.0,16.68,1
58,0.0,560.0,59.68,121.71,2,4.0,4.0,1,5,3.0,1441.0,70.0,1
34,1.0,3185.0,21.51,93.98,7,5.0,2.0,2,0,4.0,1050.0,64.37,2
47,0.0,1060.0,20.7,30.8,3,3.0,1.0,2,5,1.0,1300.0,22.03,1
32,1.0,1125.0,63.61,461.02,7,4.0,3.0,2,0,4.0,1688.0,62.62,1
38,0.0,3395.0,13.29,266.48,7,4.0,1.0,2,1,8.0,1089.0,40.45,0
33,1.0,565.0,64.87,314.46,7,5.0,2.0,2,0,4.0,1279.0,44.76,2
29,1.0,6730.0,22.02,316.75,2,5.0,1.0,0,3,1.0,824.0,38.44,0
35,0.0,5315.0,28.22,303.85,7,4.0,3.0,2,3,9.0,1686.0,29.29,2
35,0.0,4250.0,34.41,158.44,6,3.0,3.0,2,0,2.0,1383.0,39.97,2
28,1.0,1060.0,21.8,71.87,8,4.0,2.0,2,0,1.0,800.0,45.48,2
23,0.0,635.0,33.98,64.53,4,4.0,3.0,2,2,3.0,519.0,30.93,2
42,0.0,4995.0,15.22,130.23,6,3.0,2.0,2,0,8.0,1100.0,42.64,0
27,0.0,3185.0,21.05,93.16,7,2.0,3.0,2,2,4.0,2000.0,28.25,1
27,0.0,2495.0,33.2,388.14,0,5.0,1.0,2,3,4.0,1745.0,36.46,1
40,0.0,3185.0,26.29,102.81,0,3.0,4.0,1,1,3.0,1442.0,58.52,1
41,0.0,4780.0,43.39,206.48,2,2.0,2.0,2,3,1.0,1054.0,54.6,1
31,1.0,2410.0,35.28,325.78,7,4.0,2.0,2,3,3.0,740.0,48.89,1
33,1.0,1280.0,42.47,337.26,0,5.0,1.0,2,2,4.0,2017.0,67.79,1
40,1.0,1060.0,34.94,108.23,2,4.0,2.0,2,3,2.0,758.0,43.13,1
40,0.0,4250.0,26.64,138.07,2,2.0,1.0,2,5,1.0,1500.0,24.87,1
41,0.0,3185.0,36.56,153.81,2,3.0,2.0,2,1,3.0,426.0,36.11,0
63,1.0,5845.0,30.81,204.69,4,4.0,2.0,1,1,5.0,1100.0,52.79,1
62,0.0,1910.0,27.34,134.68,7,2.0,1.0,1,5,5.0,1262.0,22.56,2
32,1.0,2125.0,36.39,277.94,0,5.0,3.0,2,0,2.0,1160.0,68.1,1
40,1.0,1060.0,54.51,54.05,4,5.0,4.0,2,0,1.0,2400.0,35.58,2
32,1.0,2125.0,46.4,96.16,2,3.0,3.0,2,0,2.0,1036.0,47.56,1
53,0.0,5315.0,37.1,207.36,0,4.0,3.0,2,5,4.0,2800.0,25.26,1
42,0.0,5315.0,33.77,195.98,0,3.0,1.0,2,1,1.0,2900.0,33.2,2
38,0.0,1590.0,47.6,216.97,7,1.0,3.0,2,1,3.0,1400.0,69.93,1
30,1.0,530.0,45.65,71.8,7,3.0,3.0,2,3,2.0,1000.0,62.48,2
43,0.0,1590.0,17.53,43.42,5,2.0,1.0,2,1,1.0,1088.0,40.66,0
27,0.0,1590.0,34.91,59.79,3,2.0,2.0,2,3,1.0,1200.0,32.53,1
50,0.0,3185.0,16.37,1097.66,7,4.0,3.0,0,0,3.0,2184.0,56.2,1
30,0.0,1945.0,39.1,214.32,7,2.0,3.0,2,0,6.0,1500.0,17.95,1
39,1.0,2125.0,20.4,61.37,0,4.0,2.0,2,5,1.0,1091.0,28.7,1
35,1.0,1590.0,42.69,213.0,7,5.0,1.0,2,1,4.0,1063.0,60.29,2
53,0.0,955.0,69.01,61.02,7,3.0,3.0,1,5,1.0,870.0,7.01,2
43,0.0,850.0,45.31,37.83,7,3.0,4.0,2,1,2.0,1775.0,26.54,1
47,0.0,635.0,71.15,41.56,7,4.0,3.0,2,1,2.0,1301.0,5.79,1
42,0.0,8410.0,21.24,312.06,2,2.0,3.0,0,5,8.0,5000.0,11.12,2
37,0.0,3190.0,41.19,135.53,7,3.0,1.0,2,1,8.0,3000.0,17.85,2
39,1.0,2655.0,35.64,101.06,7,4.0,1.0,2,1,7.0,2095.0,52.56,2
52,1.0,1060.0,25.72,103.09,7,4.0,4.0,2,5,4.0,2500.0,36.44,2
30,1.0,9625.0,37.13,318.33,3,5.0,1.0,0,3,1.0,3200.0,23.57,1
31,0.0,5475.0,25.34,337.17,3,5.0,3.0,2,3,2.0,879.0,59.29,0
26,1.0,2125.0,39.52,86.27,2,4.0,2.0,2,0,3.0,1045.0,46.53,2
41,0.0,10630.0,20.76,309.18,2,5.0,1.0,2,5,8.0,3800.0,13.53,2
69,1.0,1590.0,9.91,76.75,7,2.0,1.0,2,5,6.0,952.0,21.54,2
36,0.0,485.0,82.58,785.83,2,2.0,3.0,2,5,1.0,1250.0,62.87,1
24,0.0,2125.0,43.35,98.45,8,2.0,2.0,2,3,3.0,1031.0,44.18,1
39,1.0,1275.0,22.84,38.59,3,4.0,4.0,0,4,7.0,745.0,33.91,2
54,1.0,3185.0,22.09,95.03,0,4.0,4.0,1,0,4.0,1400.0,47.14,0
32,0.0,3185.0,16.93,85.93,3,5.0,2.0,0,3,3.0,5400.0,26.6,0
63,0.0,1590.0,15.83,103.26,2,4.0,4.0,2,5,1.0,1017.0,36.31,2
53,1.0,3185.0,15.59,295.26,2,5.0,4.0,2,5,6.0,1000.0,66.22,2
56,0.0,5845.0,39.75,238.21,1,5.0,3.0,2,5,1.0,2566.0,17.86,2
37,0.0,5315.0,26.11,171.0,6,4.0,2.0,2,1,8.0,1350.0,40.99,0
34,0.0,1590.0,27.6,52.57,8,4.0,1.0,2,0,2.0,1500.0,31.4,1
28,1.0,1060.0,43.48,49.2,4,4.0,3.0,2,3,2.0,1316.0,27.19,2
35,0.0,3720.0,20.45,107.55,6,4.0,1.0,2,1,7.0,1100.0,58.84,2
33,1.0,1060.0,26.78,34.52,7,3.0,3.0,2,1,1.0,799.0,43.57,1
41,0.0,2455.0,60.38,200.17,0,5.0,2.0,2,0,4.0,1270.0,68.2,2
35,0.0,2690.0,46.82,242.09,2,3.0,1.0,2,1,1.0,2500.0,37.8,1
56,1.0,5420.0,21.47,159.82,5,5.0,4.0,2,5,1.0,800.0,32.04,0
40,0.0,2125.0,18.4,59.03,2,4.0,2.0,2,3,6.0,2000.0,31.25,1
29,0.0,3185.0,25.38,177.5,2,4.0,3.0,2,2,1.0,850.0,65.59,1
44,0.0,4250.0,17.08,115.02,2,3.0,1.0,2,5,1.0,450.0,25.56,1
23,0.0,1060.0,23.92,58.3,4,4.0,3.0,2,2,2.0,350.0,16.66,2
23,0.0,5210.0,30.65,181.93,5,3.0,3.0,2,2,3.0,753.0,24.16,2
31,1.0,10630.0,30.76,356.32,7,4.0,2.0,2,3,1.0,1510.0,56.05,1
46,1.0,3190.0,20.85,92.94,0,4.0,1.0,2,1,1.0,791.0,28.18,0
26,0.0,7865.0,23.06,239.03,2,4.0,2.0,2,3,9.0,1200.0,19.92,0
37,1.0,115.0,67.95,97.22,2,3.0,1.0,2,3,8.0,2380.0,9.13,1
55,0.0,4785.0,19.13,153.07,0,2.0,4.0,1,5,8.0,1255.0,41.76,2
52,1.0,3190.0,28.26,107.99,0,4.0,1.0,2,3,4.0,1899.0,24.38,2
32,1.0,1060.0,29.12,128.91,8,5.0,2.0,2,0,3.0,600.0,51.98,1
38,0.0,2125.0,24.57,117.56,5,3.0,3.0,0,0,8.0,1088.0,31.03,2
44,0.0,1595.0,14.03,40.6,2,4.0,3.0,0,1,3.0,913.0,41.69,1
48,0.0,1060.0,12.44,25.74,7,4.0,1.0,2,1,3.0,1064.0,42.87,2
47,1.0,530.0,13.87,14.26,2,4.0,2.0,2,1,1.0,537.0,14.2,2
46,1.0,130.0,78.76,109.94,7,3.0,2.0,0,1,7.0,800.0,13.74,1
30,1.0,4615.0,34.53,307.39,7,4.0,1.0,2,2,1.0,665.0,46.22,1
40,1.0,3190.0,33.26,111.51,3,4.0,3.0,2,1,1.0,2000.0,10.54,1
63,1.0,3190.0,16.41,85.18,6,4.0,1.0,2,5,7.0,430.0,31.9,0
59,1.0,3190.0,29.48,109.1,7,4.0,1.0,2,5,1.0,3350.0,45.83,1
25,0.0,5315.0,24.52,166.04,6,3.0,2.0,2,3,4.0,1659.0,69.44,2
45,0.0,1595.0,39.66,64.91,6,5.0,3.0,2,1,2.0,1860.0,15.43,1
63,0.0,1060.0,14.17,25.48,7,5.0,4.0,0,5,7.0,2000.0,18.5,2
24,1.0,530.0,16.09,93.67,7,3.0,2.0,2,3,2.0,700.0,54.77,2
21,1.0,2870.0,22.34,116.33,0,4.0,3.0,2,2,2.0,650.0,59.9,1
21,0.0,530.0,32.25,53.4,8,4.0,1.0,2,2,2.0,478.0,33.77,2
30,0.0,3720.0,28.22,212.66,2,4.0,3.0,2,0,2.0,750.0,30.49,1
43,0.0,3185.0,39.56,129.39,2,5.0,3.0,0,1,8.0,4402.0,15.47,1
34,0.0,2125.0,59.86,132.83,7,2.0,3.0,0,0,2.0,1249.0,63.4,1
35,1.0,3400.0,18.07,319.19,1,4.0,3.0,2,3,1.0,1843.0,17.32,2
28,0.0,1060.0,19.95,30.35,7,4.0,3.0,2,2,2.0,600.0,5.06,2
61,0.0,3185.0,19.32,568.04,0,3.0,4.0,1,5,3.0,1450.0,49.32,1
42,0.0,5315.0,33.33,194.5,2,4.0,1.0,0,4,8.0,1900.0,16.66,2
52,1.0,1275.0,31.49,57.93,0,4.0,2.0,2,5,7.0,1238.0,26.95,2
49,1.0,1590.0,16.8,49.16,6,2.0,1.0,1,1,1.0,307.0,16.01,1
39,1.0,3185.0,28.7,139.85,5,2.0,1.0,2,1,1.0,818.0,51.82,0
38,0.0,2355.0,40.15,674.33,0,2.0,2.0,2,1,4.0,2975.0,68.68,2
62,1.0,3185.0,19.73,90.81,2,4.0,4.0,2,5,1.0,1536.0,33.81,0
23,1.0,850.0,23.36,153.31,7,4.0,2.0,2,4,1.0,684.0,33.84,2
30,1.0,3185.0,39.97,201.73,2,3.0,1.0,2,3,1.0,839.0,66.48,1
38,1.0,2125.0,19.27,112.0,6,4.0,2.0,2,0,3.0,790.0,67.65,1
57,1.0,3185.0,32.82,115.53,2,3.0,1.0,2,1,1.0,2400.0,56.52,2
39,1.0,5315.0,30.54,310.18,3,4.0,4.0,2,1,7.0,1250.0,27.61,2
37,1.0,7970.0,14.7,237.87,0,2.0,4.0,2,0,4.0,1135.0,61.17,2
41,1.0,3720.0,28.88,139.59,6,4.0,2.0,0,1,1.0,430.0,39.64,0
39,0.0,3185.0,37.59,125.27,8,2.0,2.0,0,1,8.0,1000.0,12.53,0
43,1.0,5315.0,13.15,132.86,5,5.0,1.0,2,1,1.0,1815.0,29.09,1
31,0.0,3185.0,40.84,334.62,7,4.0,3.0,2,0,2.0,1130.0,62.18,2
44,1.0,1060.0,20.82,189.85,7,2.0,4.0,2,3,2.0,550.0,47.61,2
28,0.0,5315.0,38.98,213.89,7,3.0,3.0,2,3,8.0,950.0,34.16,1
29,0.0,4775.0,17.23,288.54,7,4.0,3.0,2,3,3.0,1228.0,59.0,0
54,0.0,1320.0,58.34,294.12,3,5.0,1.0,2,5,3.0,1950.0,68.21,1
28,1.0,1775.0,41.18,221.67,0,2.0,3.0,2,3,2.0,650.0,54.2,1
37,0.0,635.0,38.93,39.87,7,4.0,3.0,2,1,4.0,1300.0,4.99,2
37,0.0,2125.0,25.96,207.56,7,3.0,3.0,2,0,4.0,2255.0,61.58,1
36,0.0,1060.0,72.83,68.57,0,3.0,2.0,2,0,4.0,1137.0,38.57,2
22,1.0,4780.0,30.78,167.31,2,4.0,2.0,2,2,1.0,428.0,39.09,0
37,0.0,530.0,22.05,50.77,7,2.0,3.0,2,0,2.0,820.0,17.28,1
29,1.0,1165.0,39.64,47.38,7,4.0,2.0,2,3,1.0,745.0,38.52,1
32,0.0,2125.0,57.35,183.26,5,2.0,3.0,2,0,8.0,1220.0,29.28,2
30,1.0,530.0,26.51,17.18,5,4.0,3.0,2,0,4.0,1300.0,24.78,2
42,1.0,3720.0,32.02,133.07,2,5.0,1.0,2,1,9.0,1000.0,29.51,1
53,0.0,1590.0,33.03,73.62,2,3.0,1.0,2,5,3.0,1700.0,4.33,2
33,0.0,2125.0,64.09,308.12,7,3.0,3.0,0,0,2.0,1054.0,64.81,1
27,0.0,2125.0,62.98,247.72,8,5.0,3.0,2,3,2.0,2310.0,68.3,1
56,1.0,3500.0,22.15,317.54,6,5.0,1.0,2,3,7.0,1200.0,26.46,2
41,1.0,1950.0,60.23,279.77,7,4.0,1.0,2,1,8.0,1420.0,42.32,1
32,0.0,2010.0,38.95,256.42,2,4.0,2.0,2,0,4.0,2023.0,56.32,1
48,0.0,3185.0,45.93,212.12,2,5.0,1.0,2,5,3.0,1870.0,61.36,1
27,1.0,2125.0,62.33,306.16,5,4.0,3.0,2,3,2.0,998.0,54.02,1
32,0.0,4250.0,16.98,131.8,6,2.0,2.0,2,1,8.0,1180.0,12.19,0
22,1.0,810.0,66.59,322.23,7,3.0,3.0,2,4,2.0,950.0,33.92,1
