No,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
684,FDK15,10.8,1,.098566832,10,98.3042,10,1999,2,1,2,1488.063
1147,DRH59,10.8,1,0,12,72.338,10,1999,2,1,2,805.618
1822,FDR45,10.8,1,.028988288,2,239.2222,10,1999,2,1,2,6692.6216
2219,DRF60,10.8,1,.052149675,9,239.9564,10,1999,2,1,2,3813.7024
2634,FDM60,10.8,2,.048218142,7,42.2138,10,1999,2,1,2,690.4346
408,FDM60,10.8,2,.048143292,7,40.2138,9,1997,1,1,2,690.4346
1818,FDU38,10.8,1,.082534287,5,191.1504,7,2004,1,2,2,4410.2592
1884,DRH59,10.8,1,.05843345,12,74.738,9,1997,1,1,2,1025.332
2149,DRJ37,10.8,1,.061101383,9,151.9024,9,1997,1,1,2,2580.6408
3502,FDL08,10.8,1,.049719026,1,246.7144,9,1997,1,1,2,5145.3024
3983,FDU38,10.8,1,.082549896,5,193.7504,9,1997,1,1,2,4602.0096
5725,FDK15,10.8,1,.098395216,10,100.8042,7,2004,1,2,2,1488.063
6561,NCT17,10.8,1,.041865848,8,189.7214,9,1997,1,1,2,5841.0634
6911,FDL08,10.8,1,.049709624,1,246.8144,7,2004,1,2,2,2450.144
3674,FDM25,10.695,2,.060615254,14,174.0712,2,1987,3,3,2,2460.7968
4986,FDT14,10.695,2,.127620811,5,119.244,2,1987,3,3,2,3475.476
7330,FDV34,10.695,2,.01141595,2,74.0038,2,1987,3,3,2,1034.6532
8467,FDJ32,10.695,1,.057744249,1,61.2536,2,1987,3,3,2,673.7896
1639,FDV34,10.695,2,.011443222,2,73.5038,10,1999,2,1,2,1478.076
6441,FDD28,10.695,1,.05337973,4,56.7904,10,1999,2,1,2,1113.2176
2035,NCC55,10.695,1,.06375108,3,36.7848,7,2004,1,2,2,782.9808
2533,FDM25,10.695,2,.060654268,14,174.7712,7,2004,1,2,2,3339.6528
3310,FDT14,10.695,2,.127727102,5,121.144,9,1997,1,1,2,1917.504
5130,FDG58,10.695,2,.086764795,2,156.7972,7,2004,1,2,2,3427.5384
5777,FDT14,10.695,2,.12770295,5,120.444,7,2004,1,2,2,2516.724
7601,FDD28,10.695,1,.053296868,4,59.6904,9,1997,1,1,2,937.4464
7774,FDG58,10.695,2,0,2,156.1972,9,1997,1,1,2,1869.5664
7841,FDJ32,10.695,1,.057792343,1,61.4536,9,1997,1,1,2,428.7752
6963,NCK07,10.65,1,.048762383,16,165.2526,10,1999,2,1,2,3946.8624
7536,FDI34,10.65,2,.085268317,2,229.7668,10,1999,2,1,2,3916.2356
1979,FDC20,10.65,1,.023971463,1,54.0272,9,1997,1,1,2,447.4176
2102,NCK07,10.65,1,.048686689,16,164.1526,9,1997,1,1,2,1808.9786
4622,FDI34,10.65,2,.085135953,2,232.3668,9,1997,1,1,2,3685.8688
4834,FDC20,10.65,1,0,1,57.1272,7,2004,1,2,2,279.636
5010,FDI34,10.65,2,.085119855,2,229.8668,7,2004,1,2,2,4146.6024
7152,NCK07,10.65,1,.048677482,16,166.1526,7,2004,1,2,2,2466.789
1423,NCJ29,10.6,1,.035163639,8,84.4224,2,1987,3,3,2,852.224
4080,DRD15,10.6,1,.056748659,5,233.6642,2,1987,3,3,2,3950.1914
4187,NCJ29,10.6,1,.035247642,8,84.7224,10,1999,2,1,2,1619.2256
4215,DRD15,10.6,1,.056884225,5,231.9642,10,1999,2,1,2,3020.7346
6064,FDW35,10.6,1,.011106465,11,42.7454,10,1999,2,1,2,419.454
8336,FDO49,10.6,2,.033103556,14,48.9008,10,1999,2,1,2,708.4112
1831,FDW35,10.6,1,.011087128,11,41.4454,7,2004,1,2,2,1468.089
3279,DRD15,10.6,1,.056785183,5,231.9642,7,2004,1,2,2,2091.2778
3947,DRD15,10.6,1,.056795923,5,232.8642,9,1997,1,1,2,3485.463
7945,FDO49,10.6,2,.033052168,14,49.7008,9,1997,1,1,2,961.4152
8521,NCJ29,10.6,1,.035186271,8,85.1224,7,2004,1,2,2,1193.1136
107,FDA47,10.5,2,.116576702,7,163.121,2,1987,3,3,2,1794.331
3251,FDX38,10.5,2,.0481669,5,48.8376,2,1987,3,3,2,671.1264
3651,FDR11,10.5,2,.142419608,11,161.1578,2,1987,3,3,2,1765.0358
3776,NCZ42,10.5,1,.011278535,3,237.0248,2,1987,3,3,2,5451.5704
4850,NCA29,10.5,1,.027253711,3,170.9106,2,1987,3,3,2,3251.1014
5922,FDT20,10.5,1,.041360997,1,39.5164,2,1987,3,3,2,926.7936
5970,DRG25,10.5,1,.019033838,9,185.624,2,1987,3,3,2,6897.688
7694,FDB58,10.5,2,.013485235,2,140.0154,2,1987,3,3,2,3119.9388
7780,FDH16,10.5,1,.052511611,4,90.783,2,1987,3,3,2,1258.362
1274,FDT20,10.5,1,.041459804,1,39.2164,10,1999,2,1,2,540.6296
1598,DRL11,10.5,1,.048092816,12,159.2946,10,1999,2,1,2,1893.5352
1948,FDJ53,10.5,1,.071368699,4,121.3098,10,1999,2,1,2,1446.1176
3142,FDH16,10.5,1,.052637056,4,88.583,10,1999,2,1,2,808.947
3336,FDU31,10.5,2,.02502991,1,218.4508,10,1999,2,1,2,2821.6604
5923,FDR11,10.5,2,.142759833,11,159.3578,10,1999,2,1,2,3048.6982
6098,FDB46,10.5,2,.093909644,2,213.7244,10,1999,2,1,2,4022.7636
6489,NCZ42,10.5,1,.011305479,3,235.5248,10,1999,2,1,2,4740.496
8253,FDY34,10.5,2,.010998932,2,164.3842,10,1999,2,1,2,1823.6262
196,FDT20,10.5,1,.041395445,1,37.6164,9,1997,1,1,2,540.6296
2049,FDT20,10.5,1,.041387618,1,40.1164,7,2004,1,2,2,849.5608
2454,FDJ53,10.5,1,.071244438,4,119.2098,7,2004,1,2,2,1325.6078
2514,FDB58,10.5,2,.013493914,2,143.7154,7,2004,1,2,2,3119.9388
2640,FDU31,10.5,2,.02498633,1,216.7508,7,2004,1,2,2,3038.7112
2903,NCA29,10.5,1,.027271252,3,171.6106,7,2004,1,2,2,2566.659
2989,FDJ53,10.5,1,.071257912,4,121.3098,9,1997,1,1,2,843.5686
3893,FDU31,10.5,2,.024991056,1,217.9508,9,1997,1,1,2,2821.6604
4446,FDR11,10.5,2,.142511272,11,158.7578,7,2004,1,2,2,2246.4092
4644,FDY60,10.5,2,0,7,143.3128,9,1997,1,1,2,1438.128
5002,FDD59,10.5,2,0,13,78.296,9,1997,1,1,2,1438.128
5532,DRG25,10.5,1,.019046089,9,188.424,7,2004,1,2,2,2237.088
5691,FDB46,10.5,2,.093746136,2,211.9244,7,2004,1,2,2,4869.6612
5794,FDA47,10.5,2,.116673795,7,161.721,9,1997,1,1,2,3588.662
6057,NCZ42,10.5,1,.011285795,3,235.8248,7,2004,1,2,2,4266.4464
6928,DRL11,10.5,1,.048009081,12,157.0946,7,2004,1,2,2,2209.1244
7682,FDX38,10.5,2,.048207017,5,45.9376,9,1997,1,1,2,575.2512
7873,FDH16,10.5,1,.052555346,4,89.683,9,1997,1,1,2,988.713
7995,NCA29,10.5,1,.02727641,3,171.3106,9,1997,1,1,2,3593.3226
5686,FDP36,10.395,2,.091096531,7,52.3008,2,1987,3,3,2,2226.4352
8076,FDH21,10.395,1,.031199028,15,159.4604,2,1987,3,3,2,316.9208
364,FDT22,10.395,1,.112271498,2,58.222,10,1999,2,1,2,659.142
714,FDH21,10.395,1,.031273559,15,160.0604,10,1999,2,1,2,1267.6832
1167,FDT22,10.395,1,.11207602,2,58.022,7,2004,1,2,2,659.142
3639,FDH21,10.395,1,.031219108,15,156.9604,7,2004,1,2,2,4595.3516
455,FDU46,10.3,2,.011117041,2,85.854,2,1987,3,3,2,2683.174
1637,FDD21,10.3,2,0,1,115.0176,2,1987,3,3,2,4122.6336
2186,FDL24,10.3,2,.024875871,7,173.0422,2,1987,3,3,2,2069.3064
4453,FDI24,10.3,1,.078678276,7,177.037,2,1987,3,3,2,3705.177
4546,FDY14,10.3,1,.069981909,5,263.0226,2,1987,3,3,2,6079.4198
5070,FDF21,10.3,2,.058778429,1,187.853,2,1987,3,3,2,2656.542
5483,NCQ17,10.3,1,0,8,154.663,2,1987,3,3,2,2816.334
7646,FDU08,10.3,1,.027292686,1,101.2042,2,1987,3,3,2,396.8168
7699,FDJ14,10.3,2,.050028809,6,80.096,2,1987,3,3,2,239.688
191,FDV15,10.3,1,.146399712,10,103.9648,10,1999,2,1,2,1661.8368
1123,FDU46,10.3,2,.011143599,2,88.254,10,1999,2,1,2,1125.202
1309,FDD21,10.3,2,.030616757,1,112.7176,10,1999,2,1,2,343.5528
4857,FDF21,10.3,2,.058918844,1,191.653,10,1999,2,1,2,5313.084
7045,FDL24,10.3,2,.024935297,7,172.0422,10,1999,2,1,2,3966.1706
7213,FDY14,10.3,1,.070149088,5,264.5226,10,1999,2,1,2,3436.1938
446,FDU08,10.3,1,.027310252,1,101.0042,7,2004,1,2,2,1289.6546
1067,FDD21,10.3,2,.030563449,1,114.4176,7,2004,1,2,2,2633.9048
2543,FDU46,10.3,2,.0111263,2,87.254,9,1997,1,1,2,1211.756
2943,FDL24,10.3,2,.024891881,7,170.9422,7,2004,1,2,2,3103.9596
3523,FDF21,10.3,2,0,1,191.153,7,2004,1,2,2,1707.777
4892,FDY14,10.3,1,.070026951,5,263.6226,7,2004,1,2,2,6608.065
6669,FDD21,10.3,2,.030569229,1,113.1176,9,1997,1,1,2,4695.2216
7671,FDJ14,10.3,2,.050070476,6,77.896,9,1997,1,1,2,1278.336
8010,FDY14,10.3,1,.070040195,5,263.0226,9,1997,1,1,2,4229.1616
8345,FDI24,10.3,1,.078728915,7,178.437,7,2004,1,2,2,2822.992
8392,FDV15,10.3,1,.146172453,10,103.3648,9,1997,1,1,2,3219.8088
52,FDM40,10.195,1,.159803853,4,141.5154,2,1987,3,3,2,850.8924
2012,FDX59,10.195,1,.051618281,11,31.9558,2,1987,3,3,2,373.5138
3188,FDS27,10.195,2,.012447775,10,197.611,2,1987,3,3,2,2553.343
4210,FDC58,10.195,1,.041907414,2,43.8428,2,1987,3,3,2,175.7712
5173,FDS04,10.195,2,.146540889,4,141.7838,2,1987,3,3,2,1685.8056
6836,FDZ33,10.195,1,.107307677,2,149.8076,2,1987,3,3,2,2217.114
3964,FDS27,10.195,2,.012477512,10,197.111,10,1999,2,1,2,785.644
5074,FDC26,10.195,1,.126579586,6,112.2886,10,1999,2,1,2,2557.3378
5105,FDF11,10.195,2,.017658634,13,240.1538,10,1999,2,1,2,1442.1228
7456,FDS02,10.195,2,.146094132,5,196.1794,10,1999,2,1,2,2926.191
8138,FDZ33,10.195,1,.107564024,2,149.0076,10,1999,2,1,2,1182.4608
8415,DRO47,10.195,1,.112399145,12,111.686,10,1999,2,1,2,2263.72
391,FDM40,10.195,1,.159936948,4,143.2154,9,1997,1,1,2,2552.6772
417,FDF11,10.195,2,.017627888,13,239.6538,7,2004,1,2,2,2403.538
857,FDS27,10.195,2,.012455787,10,197.511,7,2004,1,2,2,2356.932
981,FDZ33,10.195,1,.107376743,2,147.6076,7,2004,1,2,2,3547.3824
1009,FDC26,10.195,1,.126359196,6,109.2886,7,2004,1,2,2,1334.2632
2118,FDS04,10.195,2,.146662938,4,138.6838,9,1997,1,1,2,2388.2246
2830,FDO56,10.195,2,.044974051,1,115.5808,7,2004,1,2,2,1874.8928
3204,FDS02,10.195,2,.145867347,5,194.0794,9,1997,1,1,2,3901.588
4004,DRO47,10.195,1,0,12,114.086,9,1997,1,1,2,1810.976
4504,DRO47,10.195,1,.112203445,12,111.786,7,2004,1,2,2,1697.79
4985,FDC26,10.195,1,.126383094,6,112.1886,9,1997,1,1,2,667.1316
5197,FDS04,10.195,2,.146635206,4,139.0838,7,2004,1,2,2,3652.5788
6028,FDC58,10.195,1,.041934387,2,44.6428,7,2004,1,2,2,615.1992
7223,FDS27,10.195,2,.012458143,10,196.311,9,1997,1,1,2,589.233
7228,FDX59,10.195,1,.051661272,11,33.3558,9,1997,1,1,2,848.895
618,DRJ35,10.1,1,.046545786,12,59.9878,2,1987,3,3,2,484.7024
1484,FDM08,10.1,2,0,1,225.1088,2,1987,3,3,2,3579.3408
1998,FDL43,10.1,1,.027041859,10,77.567,2,1987,3,3,2,306.268
2177,FDP38,10.1,1,.032075379,6,50.9008,2,1987,3,3,2,354.2056
2778,NCR05,10.1,1,.054585372,8,196.5084,2,1987,3,3,2,595.2252
5931,NCA18,10.1,1,.056030907,3,115.1492,2,1987,3,3,2,1737.738
8385,FDU10,10.1,2,.045653999,2,35.6848,2,1987,3,3,2,633.8416
249,FDL43,10.1,1,.027106459,10,75.367,10,1999,2,1,2,535.969
1747,FDP38,10.1,1,.032152004,6,50.6008,10,1999,2,1,2,404.8064
2042,FDU10,10.1,2,.045763062,2,38.4848,10,1999,2,1,2,633.8416
7485,FDM08,10.1,2,.053667516,1,223.0088,10,1999,2,1,2,671.1264
7864,FDX01,10.1,1,.024201905,6,114.915,10,1999,2,1,2,2796.36
437,NCR05,10.1,1,.054630834,8,200.2084,9,1997,1,1,2,1587.2672
638,FDM08,10.1,2,.053584207,1,224.4088,9,1997,1,1,2,4697.8848
708,NCV05,10.1,1,.03020851,8,153.1656,9,1997,1,1,2,1544.656
1134,FDM08,10.1,2,.053574075,1,223.7088,7,2004,1,2,2,2684.5056
2453,FDL43,10.1,1,.027059264,10,76.467,7,2004,1,2,2,1761.041
3596,DRE01,10.1,1,.167155198,9,241.7512,9,1997,1,1,2,5331.7264
4113,NCR05,10.1,1,.054620504,8,197.5084,7,2004,1,2,2,2976.126
4548,FDX01,10.1,1,.024159767,6,114.715,7,2004,1,2,2,815.605
5006,NCA18,10.1,1,.056077574,3,117.8492,9,1997,1,1,2,1621.8888
5659,DRJ35,10.1,1,.046584552,12,61.2878,9,1997,1,1,2,1272.3438
8018,FDL43,10.1,1,.027064381,10,76.367,9,1997,1,1,2,765.67
544,FDG53,10,1,.045818773,4,138.718,2,1987,3,3,2,1398.18
3616,FDL28,10,2,.063121982,4,231.7668,2,1987,3,3,2,460.7336
4583,NCE18,10,1,.021407511,3,248.175,2,1987,3,3,2,3495.45
4899,FDZ57,10,2,.03773288,2,128.2994,2,1987,3,3,2,1413.4934
6570,FDM20,10,1,.038653608,1,245.4144,2,1987,3,3,2,7105.4176
7986,NCX29,10,1,.089078338,8,147.1102,2,1987,3,3,2,2916.204
36,NCX29,10,1,.089291137,8,146.7102,10,1999,2,1,2,3791.0652
2407,FDD22,10,1,.099804623,2,113.7544,10,1999,2,1,2,3243.7776
3691,FDV49,10,1,.025867353,6,264.6226,10,1999,2,1,2,4757.8068
4359,FDG53,10,1,.045928229,4,138.118,10,1999,2,1,2,1957.452
6917,NCO17,10,1,.073493831,8,118.344,10,1999,2,1,2,1797.66
8348,FDB10,10,1,.067312613,2,234.359,10,1999,2,1,2,3072.667
362,NCO17,10,1,.073379745,8,118.244,9,1997,1,1,2,2756.412
918,FDM20,10,1,.038685802,1,243.8144,9,1997,1,1,2,4655.2736
969,NCO17,10,1,0,8,120.644,7,2004,1,2,2,1917.504
1118,FDV49,10,1,.025827199,6,263.2226,9,1997,1,1,2,3700.5164
1995,NCX29,10,1,.089135671,8,146.9102,7,2004,1,2,2,3207.8244
2038,FDZ57,10,2,.037764307,2,127.2994,9,1997,1,1,2,642.497
2349,FDL28,10,2,.063162608,4,228.6668,7,2004,1,2,2,3455.502
2750,NCE18,10,1,.021425341,3,250.175,9,1997,1,1,2,2996.1
4425,FDV49,10,1,.025822315,6,262.7226,7,2004,1,2,2,3171.8712
4456,FDZ57,10,2,.037757166,2,126.7994,7,2004,1,2,2,1284.994
5560,FDG53,10,1,.045848263,4,138.518,7,2004,1,2,2,2237.088
6732,NCX29,10,1,.089152528,8,147.7102,9,1997,1,1,2,437.4306
8351,NCE18,10,1,.021421289,3,248.375,7,2004,1,2,2,7240.575
53,FDR13,9.895,2,.028696932,6,117.0492,2,1987,3,3,2,810.9444
3545,NCJ54,9.895,1,.060017128,3,230.8642,2,1987,3,3,2,4414.9198
5649,FDR13,9.895,2,.028765486,6,115.3492,10,1999,2,1,2,1274.3412
7007,FDT16,9.895,2,.048738014,4,262.1278,10,1999,2,1,2,3904.917
814,DRD49,9.895,1,.167799329,9,239.4564,7,2004,1,2,2,5243.8408
3290,DRD49,9.895,1,.167831064,9,237.4564,9,1997,1,1,2,715.0692
3309,NCJ54,9.895,1,.060067115,3,230.6642,9,1997,1,1,2,4647.284
5366,FDT16,9.895,2,.048662357,4,261.7278,9,1997,1,1,2,4685.9004
8377,NCJ54,9.895,1,.060055757,3,234.2642,7,2004,1,2,2,3717.8272
42,FDK43,9.8,1,.02681843,10,126.002,2,1987,3,3,2,2150.534
588,NCK19,9.8,1,.090390357,16,192.1478,2,1987,3,3,2,2324.9736
1624,FDY12,9.8,2,0,7,49.2008,2,1987,3,3,2,657.8104
3797,DRD37,9.8,1,.013830218,9,45.306,2,1987,3,3,2,1304.968
5396,FDH56,9.8,2,.063764099,1,113.8492,2,1987,3,3,2,1737.738
5476,NCR17,9.8,1,.024363026,8,114.0492,2,1987,3,3,2,2085.2856
6757,FDA23,9.8,1,.04714777,7,102.4016,2,1987,3,3,2,1720.4272
6969,FDQ59,9.8,2,.056339618,11,84.2908,2,1987,3,3,2,755.0172
2091,FDP12,9.8,2,.045337184,7,36.8874,10,1999,2,1,2,564.5984
3416,FDC10,9.8,2,.072990979,2,121.6098,10,1999,2,1,2,1566.6274
3756,FDK43,9.8,1,.026882496,10,126.302,10,1999,2,1,2,3036.048
5617,FDH56,9.8,2,.063916425,1,117.1492,10,1999,2,1,2,2780.3808
6704,FDA23,9.8,1,.047260402,7,102.8016,10,1999,2,1,2,1922.8304
7123,DRD37,9.8,1,.013863257,9,45.106,10,1999,2,1,2,1398.18
8468,FDV31,9.8,1,0,1,175.237,10,1999,2,1,2,3881.614
95,NCR17,9.8,1,.024378706,8,114.5492,7,2004,1,2,2,1274.3412
710,FDA23,9.8,1,.047187038,7,100.6016,9,1997,1,1,2,1619.2256
1076,FDY12,9.8,2,.14061104,7,49.8008,9,1997,1,1,2,809.6128
1112,FDP12,9.8,2,.045266806,7,36.9874,9,1997,1,1,2,705.748
1358,FDA23,9.8,1,.047178116,7,99.4016,7,2004,1,2,2,2428.8384
1434,FDC10,9.8,2,.072863893,2,118.6098,7,2004,1,2,2,843.5686
2837,FDQ59,9.8,2,.056386541,11,84.6908,9,1997,1,1,2,503.3448
3398,FDN03,9.8,2,.015089965,10,249.6408,9,1997,1,1,2,1001.3632
4253,NCK19,9.8,1,.090448534,16,194.5478,7,2004,1,2,2,774.9912
4356,FDK22,9.8,1,.026081567,2,217.585,7,2004,1,2,2,4327.7
4740,FDQ59,9.8,2,.056375879,11,84.6908,7,2004,1,2,2,1006.6896
5262,FDH56,9.8,2,.063805139,1,117.3492,7,2004,1,2,2,810.9444
5350,FDP12,9.8,2,.045258247,7,35.9874,7,2004,1,2,2,282.2992
6913,FDN03,9.8,2,.015087112,10,250.1408,7,2004,1,2,2,4005.4528
7909,DRD37,9.8,1,.013841737,9,45.206,9,1997,1,1,2,1211.756
8327,NCK19,9.8,1,.09046564,16,193.6478,9,1997,1,1,2,3099.9648
3175,FDB02,9.695,2,.029140008,6,176.337,2,1987,3,3,2,3528.74
3202,FDK56,9.695,1,.129889831,1,185.3898,2,1987,3,3,2,3554.7062
6533,FDX36,9.695,2,.128176489,7,224.8404,2,1987,3,3,2,3600.6464
322,FDX36,9.695,2,.12848269,7,223.9404,10,1999,2,1,2,4950.8888
660,FDW22,9.695,2,.03033748,2,222.9114,10,1999,2,1,2,5764.4964
1441,NCL29,9.695,1,.11411658,8,158.8604,10,1999,2,1,2,4436.8912
3809,FDT52,9.695,2,.047503318,4,244.6144,10,1999,2,1,2,3185.1872
1588,FDB02,9.695,2,.029158763,6,174.537,7,2004,1,2,2,1235.059
2086,DRM35,9.695,1,.070431235,12,177.5344,7,2004,1,2,2,3033.3848
2548,FDK56,9.695,1,0,1,185.1898,7,2004,1,2,2,2619.2572
3935,NCL29,9.695,1,.113939434,8,160.2604,9,1997,1,1,2,1901.5248
4358,NCL29,9.695,1,.113917889,8,158.2604,7,2004,1,2,2,2693.8268
4778,FDX36,9.695,2,.128283243,7,226.1404,9,1997,1,1,2,3375.606
6153,FDT52,9.695,2,.047420609,4,246.0144,7,2004,1,2,2,4165.2448
8279,FDT52,9.695,2,.047429578,4,245.8144,9,1997,1,1,2,3430.2016
8496,FDE22,9.695,1,.029567218,2,160.492,7,2004,1,2,2,4314.384
3813,NCK18,9.6,1,.006692529,3,164.9184,2,1987,3,3,2,2972.1312
3960,NCZ53,9.6,1,.024456797,8,186.6214,2,1987,3,3,2,3203.1638
4117,FDE57,9.6,1,.03625493,1,141.0154,2,1987,3,3,2,2694.4926
4240,NCO14,9.6,1,.029619203,3,43.6086,2,1987,3,3,2,624.5204
5787,DRN37,9.6,1,.096217262,9,168.5158,2,1987,3,3,2,3342.316
6186,FDW34,9.6,1,.035549527,2,244.117,2,1987,3,3,2,5346.374
6199,FDO46,9.6,2,.014200671,2,187.1872,2,1987,3,3,2,3214.4824
1264,FDZ35,9.6,2,0,11,101.699,10,1999,2,1,2,2373.577
2620,NCK18,9.6,1,.006708517,3,164.6184,10,1999,2,1,2,2972.1312
3522,FDV33,9.6,2,.027386122,2,259.2304,10,1999,2,1,2,4649.9472
4628,FDO46,9.6,2,.014234595,2,190.2872,10,1999,2,1,2,4727.18
5544,FDH12,9.6,1,.085085743,7,105.128,10,1999,2,1,2,1065.28
6184,DRN37,9.6,1,0,9,166.5158,10,1999,2,1,2,3509.4318
6880,NCZ53,9.6,1,.024515221,8,189.2214,10,1999,2,1,2,3956.8494
6898,FDE57,9.6,1,.036341539,1,142.9154,10,1999,2,1,2,3261.7542
874,FDZ35,9.6,2,.022278477,11,102.499,9,1997,1,1,2,1547.985
1584,FDV33,9.6,2,.02734361,2,257.8304,9,1997,1,1,2,1808.3128
2382,FDW34,9.6,1,0,2,244.817,7,2004,1,2,2,4374.306
4325,FDZ35,9.6,2,.022274264,11,101.699,7,2004,1,2,2,2992.771
5170,FDO46,9.6,2,.014209811,2,188.1872,7,2004,1,2,2,1701.7848
5220,NCO14,9.6,1,.029638267,3,42.6086,7,2004,1,2,2,133.8258
6249,FDW34,9.6,1,.035579135,2,244.417,9,1997,1,1,2,1944.136
6862,NCK18,9.6,1,0,3,163.9184,7,2004,1,2,2,4293.0784
7474,DRN37,9.6,1,.09627919,9,167.3158,7,2004,1,2,2,1838.2738
481,FDQ45,9.5,2,.010907967,2,182.3608,2,1987,3,3,2,2940.1728
1006,FDU37,9.5,2,.104421237,6,80.196,2,1987,3,3,2,2157.192
2225,FDW44,9.5,2,.035121963,1,168.6448,2,1987,3,3,2,1022.6688
5630,FDE28,9.5,2,0,4,231.3668,2,1987,3,3,2,5759.17
6959,DRK12,9.5,1,.041851461,9,31.49,2,1987,3,3,2,466.06
6996,DRJ11,9.5,1,.085020342,12,188.7872,2,1987,3,3,2,1701.7848
550,FDW44,9.5,2,.035205866,1,171.3448,10,1999,2,1,2,2386.2272
2859,FDV07,9.5,1,.031331581,1,111.1228,10,1999,2,1,2,663.1368
3166,FDX51,9.5,2,.022093019,10,195.9452,10,1999,2,1,2,2348.9424
3912,FDI46,9.5,1,.074460855,2,253.6724,10,1999,2,1,2,5033.448
4088,FDE28,9.5,2,0,4,228.4668,10,1999,2,1,2,3916.2356
4157,FDD23,9.5,2,.048761223,13,186.5898,10,1999,2,1,2,5238.5144
4305,DRK12,9.5,1,.041951439,9,32.49,10,1999,2,1,2,865.54
6746,DRJ11,9.5,1,.085223447,12,189.2872,10,1999,2,1,2,6050.7904
211,DRK12,9.5,1,.041878397,9,32.99,7,2004,1,2,2,133.16
1344,FDQ45,9.5,2,.010917052,2,185.3608,9,1997,1,1,2,2021.3688
2901,FDU37,9.5,2,.104488444,6,77.896,7,2004,1,2,2,1997.4
3802,FDX51,9.5,2,.022054553,10,195.4452,7,2004,1,2,2,4502.1396
3873,FDW44,9.5,2,.035151215,1,171.8448,9,1997,1,1,2,2556.672
4806,FDX51,9.5,2,.022058724,10,196.8452,9,1997,1,1,2,3523.4136
5439,FDU37,9.5,2,0,6,79.596,9,1997,1,1,2,1038.648
5518,FDE28,9.5,2,.132521929,4,228.6668,7,2004,1,2,2,4146.6024
5979,DRJ11,9.5,1,.085075063,12,189.0872,7,2004,1,2,2,3970.8312
6688,FDD23,9.5,2,.048676324,13,187.7898,7,2004,1,2,2,2057.9878
7046,FDI46,9.5,1,.074345268,2,251.9724,9,1997,1,1,2,3523.4136
7534,FDQ45,9.5,2,.010914988,2,183.8608,7,2004,1,2,2,2572.6512
2700,DRE60,9.395,1,.159201868,9,226.072,2,1987,3,3,2,3621.952
3465,FDA58,9.395,1,.103664897,2,233.6932,2,1987,3,3,2,1414.1592
6123,NCM07,9.395,1,.039928582,16,83.2908,2,1987,3,3,2,1258.362
916,DRE60,9.395,1,.159582185,9,224.772,10,1999,2,1,2,7017.532
3350,NCM07,9.395,1,.040023967,16,85.5908,10,1999,2,1,2,1006.6896
5081,DRY23,9.395,2,.109265987,9,42.3112,10,1999,2,1,2,980.0576
5868,FDI12,9.395,2,.100555034,7,88.8856,10,1999,2,1,2,439.428
6432,FDW33,9.395,1,.099274694,2,104.528,10,1999,2,1,2,852.224
6895,FDZ22,9.395,1,.045340279,2,85.025,10,1999,2,1,2,2080.625
509,NCM07,9.395,1,.039954281,16,82.4908,7,2004,1,2,2,2013.3792
1227,DRY23,9.395,2,.109075742,9,42.9112,7,2004,1,2,2,426.112
2725,DRY23,9.395,2,.109096371,9,44.6112,9,1997,1,1,2,511.3344
3196,FDW33,9.395,1,.099120588,2,107.228,9,1997,1,1,2,2024.032
5182,FDA58,9.395,1,.103731617,2,236.9932,7,2004,1,2,2,4242.4776
6794,FDW33,9.395,1,.099101845,2,105.828,7,2004,1,2,2,1704.448
7160,FDI12,9.395,2,.10039894,7,89.6856,9,1997,1,1,2,878.856
7284,DRE60,9.395,1,.159304333,9,226.172,7,2004,1,2,2,3848.324
7681,NCM07,9.395,1,.039961837,16,84.0908,9,1997,1,1,2,419.454
7686,FDA58,9.395,1,.103751236,2,235.8932,9,1997,1,1,2,942.7728
767,FDZ04,9.31,1,.037923509,4,61.651,2,1987,3,3,2,379.506
3746,FDZ04,9.31,1,.038014104,4,62.351,10,1999,2,1,2,822.263
4363,FDZ04,9.31,1,.037955094,4,62.151,9,1997,1,1,2,1201.769
1297,FDX44,9.3,1,.042930789,1,88.5172,2,1987,3,3,2,1427.4752
1460,FDB60,9.3,1,.028498354,7,195.8136,2,1987,3,3,2,2332.9632
2561,DRQ35,9.3,1,.042256257,12,124.4388,2,1987,3,3,2,1609.9044
4698,FDF52,9.3,1,.066727717,4,181.6292,2,1987,3,3,2,2371.5796
5414,FDA15,9.3,1,.016009057,5,250.6092,2,1987,3,3,2,6474.2392
6920,NCH18,9.3,1,.044624064,3,245.4802,2,1987,3,3,2,3193.8426
6931,FDS35,9.3,1,.111127966,11,63.1826,2,1987,3,3,2,2002.0606
8439,FDE26,9.3,1,.088931701,6,143.3786,2,1987,3,3,2,3034.0506
1,FDA15,9.3,1,.016047301,5,249.8092,10,1999,2,1,2,3735.138
971,FDT34,9.3,1,.174621343,2,104.2964,10,1999,2,1,2,1998.7316
1843,FDF52,9.3,1,.066887123,4,183.9292,10,1999,2,1,2,3283.7256
5554,NCH18,9.3,1,.044730667,3,245.1802,10,1999,2,1,2,2456.802
6189,FDE26,9.3,1,.089144149,6,144.9786,10,1999,2,1,2,1011.3502
