Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDU07,11.1,0,0.059968347,1,152.8366,OUT045,2002,1,1,1,0.12480873202080996
DRD13,15.0,0,0.049038621,0,65.4168,OUT013,1987,0,2,1,0.12475772722635929
DRK49,14.15,0,0.036147029,0,39.3138,OUT017,2007,1,1,1,0.03789656227685403
FDL12,12.857645184136183,2,0.212963193,1,59.522,OUT019,1985,2,0,0,0.02040191778027135
FDZ08,12.5,2,0.110614538,1,80.6592,OUT017,2007,1,1,1,0.12394165051514842
FDA10,20.35,0,0.142393712,1,122.7072,OUT018,2009,1,2,2,0.11006834642456391
FDS20,8.85,0,0.053976156,1,181.5292,OUT045,2002,1,1,1,0.0952769560338672
FDA07,7.55,2,0.03107068,1,122.4072,OUT018,2009,1,2,2,0.06314393552993981
FDR08,18.7,0,0.03761584,1,109.1886,OUT035,2004,2,1,1,0.14225237172294194
FDM44,12.857645184136183,0,0.054363971,1,105.099,OUT019,1985,2,0,0,0.005355503417321228
FDI22,12.6,0,0.161039887,1,210.2612,OUT010,1998,1,2,0,0.0294807711924921
NCM07,9.395,1,0.040023967,2,85.5908,OUT049,1999,1,0,1,0.07456900948689177
FDN46,7.21,2,0.120686172,1,103.1332,OUT017,2007,1,1,1,0.24880138733040902
NCW53,18.35,1,0.030619301,2,194.0162,OUT018,2009,1,2,2,0.21855554422115678
FDZ51,11.3,2,0.054637635,1,93.3094,OUT049,1999,1,0,1,0.23084769968377028
FDT04,17.25,0,0.06438550600000001,1,40.8822,OUT018,2009,1,2,2,0.045598286238906466
FDZ48,12.857645184136183,0,0.132995494,1,113.5544,OUT019,1985,2,0,0,0.014587371212894013
FDA08,11.85,2,0.050085152,1,164.7526,OUT046,1997,2,0,1,0.09823523411200652
DRN37,9.6,0,0.096689673,0,168.0158,OUT018,2009,1,2,2,0.09986738753442824
FDD35,12.15,0,0.026010729,1,119.144,OUT017,2007,1,1,1,0.16270529429766398
FDZ48,17.75,0,0.075959623,1,112.4544,OUT046,1997,2,0,1,0.18596348056717332
NCN54,20.35,1,0.021413346,2,76.2328,OUT018,2009,1,2,2,0.03294909721513822
FDU32,8.785,0,0.020539695166666667,1,120.5414,OUT013,1987,0,2,1,0.11879016627562992
FDK41,12.857645184136183,0,0.126924095,1,87.2224,OUT027,1985,1,2,3,0.26512292155462613
FDR44,6.11,2,0.103340142,1,131.2968,OUT018,2009,1,2,2,0.06742833826379681
NCK29,12.857645184136183,1,0.089295767375,2,125.173,OUT027,1985,1,2,3,0.2710904825053555
FDT09,15.15,2,0.012288171,1,129.9284,OUT045,2002,1,1,1,0.16913189839844947
FDR11,10.5,2,0.142827296,1,159.4578,OUT045,2002,1,1,1,0.2310007140671223
FDD57,12.857645184136183,0,0.022291121,1,93.6094,OUT027,1985,1,2,3,0.2819034989288993
FDT10,16.7,2,0.061992874,1,60.9562,OUT013,1987,0,2,1,0.024686320514128328
FDR51,9.035,2,0.17417636,1,148.9708,OUT018,2009,1,2,2,0.17035601346526572
NCK17,11.0,1,0.037953762,2,38.448,OUT049,1999,1,0,1,0.08925839028868715
FDY07,11.8,0,0.122289654,1,46.3402,OUT017,2007,1,1,1,0.018565745180046927
FDT14,10.695,2,0.128247408,1,121.844,OUT018,2009,1,2,2,0.1718861572987861
FDJ21,12.857645184136183,2,0.038341654,1,146.2102,OUT027,1985,1,2,3,0.32138120983372437
NCR42,9.105,1,0.038699553,2,33.79,OUT017,2007,1,1,1,0.01275119861266959
DRG37,16.2,0,0.01940856,0,156.7972,OUT049,1999,1,0,1,0.28389268591247574
FDI24,12.857645184136183,0,0.137870237,1,175.037,OUT019,1985,2,0,0,0.024482301336325618
FDJ22,18.75,0,0.052800258,1,193.2504,OUT035,2004,2,1,1,0.20310109150260122
FDT28,13.3,0,0.06355415,1,149.4708,OUT035,2004,2,1,1,0.10119351219014588
FDH38,6.425,0,0.01043823,1,115.8808,OUT046,1997,2,0,1,0.13210241762725694
FDT43,16.35,0,0.020589623,1,53.2324,OUT045,2002,1,1,1,0.05314699581760685
FDX04,19.6,2,0.041806702,1,48.8376,OUT017,2007,1,1,1,0.03784555748240334
FDV46,18.2,0,0.012679191,1,139.818,OUT017,2007,1,1,1,0.06171580128532082
FDP10,19.0,0,0.128289285,1,104.9622,OUT049,1999,1,0,1,0.08665714577170255
NCA53,11.395,1,0.009878459,2,47.6034,OUT046,1997,2,0,1,0.09798021013975314
FDL52,6.635,2,0.046090204,1,37.1506,OUT046,1997,2,0,1,0.06140977251861675
FDQ32,17.85,2,0.046680961,1,121.9388,OUT049,1999,1,0,1,0.3010302968479037
FDT37,14.15,0,0.03546967,1,256.3014,OUT017,2007,1,1,1,0.36861164949505254
NCO43,5.5,1,0.047290068,2,100.5016,OUT018,2009,1,2,2,0.10598796286850964
FDI53,8.895,2,0.13842353,1,163.0236,OUT017,2007,1,1,1,0.08385188207691523
FDO19,17.7,2,0.027779381,1,50.1034,OUT010,1998,1,2,0,0.004896460267265123
FDG12,12.857645184136183,2,0.004224196666666667,1,121.3098,OUT019,1985,2,0,0,0.006681628073038866
FDG53,10.0,0,0.046043736,1,140.618,OUT018,2009,1,2,2,0.17953687646638783
FDK36,7.09,0,0.007215314,1,47.6034,OUT046,1997,2,0,1,0.10915026012445171
FDR55,12.15,2,0.132083542,1,189.5872,OUT046,1997,2,0,1,0.2581862695093339
FDV16,7.75,2,0.083399788,1,34.5558,OUT017,2007,1,1,1,0.03126593899826584
FDS31,12.857645184136183,2,0.043978369,1,178.4318,OUT027,1985,1,2,3,0.1909619504233398
NCK06,5.03,1,0.008639333,2,122.2756,OUT013,1987,0,2,1,0.15525859430786493
FDN03,9.8,2,0.015089965,1,249.6408,OUT046,1997,2,0,1,0.07416097113128635
NCT30,12.857645184136183,1,0.140582485,2,47.1718,OUT019,1985,2,0,0,0.008313781495460575
FDC50,15.85,0,0.228469522,1,93.3094,OUT010,1998,1,2,0,0.0193308170968071
FDE11,17.7,2,0.12537952462500002,1,183.5924,OUT035,2004,2,1,1,0.5362644088544324
FDM03,12.65,0,0.123007534,1,106.0938,OUT035,2004,2,1,1,0.20274405794144648
NCP05,19.6,1,0.021101573,2,150.3024,OUT018,2009,1,2,2,0.19514434356829544
FDJ41,6.85,0,0.02288328,1,261.2594,OUT046,1997,2,0,1,0.21794348668774866
FDR47,12.857645184136183,0,0.087045086,1,196.7794,OUT027,1985,1,2,3,0.4756707130470264
FDK36,7.09,0,0.007256127,1,50.4034,OUT017,2007,1,1,1,0.023513210241762728
FDQ23,6.55,0,0.024664556,1,103.3332,OUT017,2007,1,1,1,0.15454452718555545
NCK42,12.857645184136183,1,0.013056494,2,215.9192,OUT027,1985,1,2,3,0.559318575946139
NCO06,19.25,1,0.180820798,2,35.9558,OUT010,1998,1,2,0,0.0026522493114352758
FDV24,5.635,0,0.103693024,1,149.905,OUT018,2009,1,2,2,0.1925430990513108
FDK40,7.035,0,0.021849398,1,262.091,OUT046,1997,2,0,1,0.3198000612057533
FDT23,7.72,2,0.074731477,1,77.5986,OUT046,1997,2,0,1,0.14663878404570027
FDB50,13.0,0,0.154244343,1,77.9986,OUT018,2009,1,2,2,0.08696317453840662
NCF43,8.51,1,0.0416259514,2,142.147,OUT049,1999,1,0,1,0.12904212996021625
FDU26,12.857645184136183,2,0.042412572,1,119.0782,OUT027,1985,1,2,3,0.11613791696419465
FDC10,9.8,2,0.072990979,1,121.6098,OUT049,1999,1,0,1,0.11746404161991228
FDK51,19.85,0,0.005243282,1,266.1884,OUT049,1999,1,0,1,0.24104865857390595
FDV09,12.1,0,0.034427577,1,146.6734,OUT010,1998,1,2,0,0.020197898602468633
DRL37,15.5,0,0.053455158,0,43.677,OUT049,1999,1,0,1,0.0405488115882893
FDQ45,9.5,2,0.010453090333333333,1,182.3608,OUT010,1998,1,2,0,0.08191369988778946
FDO45,12.857645184136183,2,0.037768989,1,88.5856,OUT027,1985,1,2,3,0.1388350504947465
FDP27,8.155,0,0.119428052,1,190.853,OUT035,2004,2,1,1,0.18642252371722942
NCE07,8.18,1,0.013183517,2,143.1154,OUT018,2009,1,2,2,0.13868203611139446
FDL26,12.857645184136183,0,0.072838381,1,155.2972,OUT027,1985,1,2,3,0.3913087830256044
FDL09,19.6,2,0.128235131,1,169.2816,OUT049,1999,1,0,1,0.08742221768846271
NCA17,20.6,1,0.0364338066,2,148.8392,OUT046,1997,2,0,1,0.20310109150260122
NCL29,9.695,1,0.114583922,2,156.4604,OUT017,2007,1,1,1,0.19167601754564928
FDS20,8.85,0,0.054171606,1,183.9292,OUT017,2007,1,1,1,0.22105477914924004
NCD19,8.93,1,0.008082153,2,53.2614,OUT049,1999,1,0,1,0.03978373967152913
FDF05,17.5,0,0.026912667,1,261.291,OUT049,1999,1,0,1,0.2593593797816995
FDI44,16.1,0,0.100799828,1,78.4328,OUT017,2007,1,1,1,0.10986432724676119
NCY29,13.65,1,0.077390746,2,54.693,OUT045,2002,1,1,1,0.049474650617158014
FDC60,5.425,2,0.191603334,1,87.0514,OUT010,1998,1,2,0,0.004233397939406304
DRL49,13.15,0,0.056543464,0,140.5812,OUT045,2002,1,1,1,0.030194838314801596
FDT39,6.26,2,0.009923732,1,152.8366,OUT017,2007,1,1,1,0.2869019687850658
FDE50,19.7,2,0.016238512,1,186.4556,OUT045,2002,1,1,1,0.38580026522493116
FDK25,12.857645184136183,2,0.156072361,1,169.3474,OUT027,1985,1,2,3,0.2942466591859635
DRK13,11.8,0,0.115636723,0,199.7084,OUT018,2009,1,2,2,0.2710394777109048
DRD24,13.85,0,0.030920531,0,141.0154,OUT018,2009,1,2,2,0.12781801489339997
FDX60,14.35,0,0.080594133,1,80.996,OUT046,1997,2,0,1,0.13210241762725694
FDT40,12.857645184136183,0,0.167725251,1,128.3678,OUT019,1985,2,0,0,0.007191676017545649
FDJ20,20.7,2,0.100378096,1,122.4388,OUT045,2002,1,1,1,0.09231867795572783
FDI58,7.64,2,0.070847865,1,91.712,OUT045,2002,1,1,1,0.15454452718555545
FDX04,19.6,2,0.04163619,1,47.3376,OUT049,1999,1,0,1,0.0855860450882383
FDK55,18.5,0,0.025756826,1,87.2172,OUT035,2004,2,1,1,0.05896154238498419
NCH06,12.3,1,0.076987408,2,247.946,OUT017,2007,1,1,1,0.24278282158522901
NCG54,12.1,1,0.079968115,2,170.8106,OUT045,2002,1,1,1,0.3513720289707233
FDN46,7.21,2,0.14460413,1,102.6332,OUT035,2004,2,1,1,0.1623992655309599
FDS46,17.6,2,0.047524635,1,118.2782,OUT017,2007,1,1,1,0.05222890951749465
FDM24,6.135,2,0.079776075,1,152.8366,OUT017,2007,1,1,1,0.14796490870141793
NCC07,19.6,1,0.023988387,2,104.5964,OUT049,1999,1,0,1,0.09415485055595227
DRG51,12.1,0,0.011563024,0,164.9526,OUT045,2002,1,1,1,0.17382433948791187
NCS53,14.5,1,0.089703476,2,158.3604,OUT013,1987,0,2,1,0.08242374783229624
FDC33,8.96,2,0.06893834,1,196.4768,OUT046,1997,2,0,1,0.19371620932367642
FDD14,20.7,0,0.169667145,1,183.5266,OUT013,1987,0,2,1,0.3365296337855759
FDJ52,7.145,0,0.017814518,1,159.8578,OUT049,1999,1,0,1,0.16953993675405488
FDV33,9.6,2,0.027399064,1,258.3304,OUT045,2002,1,1,1,0.31408752422727737
FDY33,14.5,2,0.097398254,1,157.4262,OUT045,2002,1,1,1,0.30220340712026933
FDE28,12.857645184136183,2,0.232072674,1,229.4668,OUT019,1985,2,0,0,0.032745078037335514
FDA57,18.85,0,0.039723999,1,41.048,OUT045,2002,1,1,1,0.06783637661940223
DRC27,13.8,0,0.05843112,0,243.6802,OUT017,2007,1,1,1,0.14801591349586862
FDA27,20.35,2,0.030990354,1,256.3672,OUT045,2002,1,1,1,0.07579312455370806
FDO57,20.75,0,0.108689606,1,159.3578,OUT035,2004,2,1,1,0.3416301132306437
FDZ44,8.185,0,0.038721734,1,115.8808,OUT035,2004,2,1,1,0.11414872998061819
FDA58,9.395,0,0.103664897,1,233.6932,OUT013,1987,0,2,1,0.10578394369070694
DRB01,7.39,0,0.082367244,0,187.753,OUT049,1999,1,0,1,0.11374069162501274
FDX45,16.75,0,0.105282932,1,156.963,OUT018,2009,1,2,2,0.21320004080383553
FDY12,9.8,2,0.141406394,1,50.0008,OUT017,2007,1,1,1,0.03621340405998164
NCZ29,15.0,1,0.071516201,2,127.7362,OUT045,2002,1,1,1,0.13240844639396102
FDF09,6.215,0,0.012198395,1,37.4848,OUT018,2009,1,2,2,0.011731102723656024
FDR48,11.65,0,0.132248069,1,150.5024,OUT017,2007,1,1,1,0.24166071610731407
NCH29,5.51,1,0.034445116,2,95.8726,OUT013,1987,0,2,1,0.1623992655309599
FDN08,7.72,2,0.088543868,1,117.5466,OUT045,2002,1,1,1,0.060644700601856574
NCN30,16.35,1,0.016979063,2,97.441,OUT013,1987,0,2,1,0.05661532184025298
FDS12,12.857645184136183,0,0.304859104,1,125.4362,OUT019,1985,2,0,0,0.05528919718453535
FDN58,13.8,2,0.056825065,1,230.9984,OUT013,1987,0,2,1,0.3524431296541875
FDF50,4.905,0,0.1175683,1,197.6768,OUT045,2002,1,1,1,0.22391104763847802
NCR54,16.35,1,0.090562192,2,198.211,OUT046,1997,2,0,1,0.14791390390696724
FDQ21,21.25,0,0.019423232,1,120.8756,OUT046,1997,2,0,1,0.2388044476180761
FDA13,15.85,0,0.078489577,1,39.9506,OUT013,1987,0,2,1,0.046873406100173425
FDY47,8.6,2,0.054706408,1,128.931,OUT018,2009,1,2,2,0.10685504437417118
NCF31,9.13,1,0.051804278,2,150.2024,OUT013,1987,0,2,1,0.1369988778945221
FDL44,12.857645184136183,0,0.012215675,1,162.7894,OUT027,1985,1,2,3,0.41885137202897077
FDT51,12.857645184136183,2,0.019117392,1,110.6544,OUT019,1985,2,0,0,0.014587371212894013
NCF31,12.857645184136183,1,0.090778148,2,153.1024,OUT019,1985,2,0,0,0.020707946546975418
NCK31,10.895,1,0.027047774,2,50.6666,OUT046,1997,2,0,1,0.048505559522595124
DRM47,9.3,0,0.043874493,0,191.0846,OUT045,2002,1,1,1,0.09991839232887892
FDL40,17.7,0,0.011603492,1,97.741,OUT013,1987,0,2,1,0.08619810262164644
FDT34,9.3,0,0.291826616,1,107.1964,OUT010,1998,1,2,0,0.02968479037029481
FDP40,4.555,2,0.034350673,1,112.7544,OUT035,2004,2,1,1,0.1345506477608895
NCJ31,19.2,1,0.183686937,2,241.8196,OUT017,2007,1,1,1,0.12669590941548503
FDT50,12.857645184136183,2,0.107714834,1,97.8752,OUT027,1985,1,2,3,0.1590329490972151
FDG21,17.35,2,0.146299902,1,150.405,OUT046,1997,2,0,1,0.2958278078139345
FDM03,12.65,0,0.123531974,1,108.2938,OUT018,2009,1,2,2,0.03850861981026217
FDO11,8.0,2,0.030311951,1,247.4092,OUT049,1999,1,0,1,0.53157196776497
FDX26,17.7,0,0.087986599,1,181.4292,OUT045,2002,1,1,1,0.22105477914924004
FDF39,14.85,2,0.019590769,1,261.591,OUT018,2009,1,2,2,0.17877180454962766
NCR53,12.15,1,0.242768664,2,226.5404,OUT010,1998,1,2,0,0.014689380801795372
FDL57,15.1,2,0.067064128,1,257.9304,OUT035,2004,2,1,1,0.49219626644904624
FDO44,12.6,0,0.087630566,1,110.0228,OUT045,2002,1,1,1,0.24298684076303173
NCY41,16.75,1,0.075721301,2,34.3532,OUT035,2004,2,1,1,0.0773232683872284
FDL08,10.8,0,0.049719026,1,246.7144,OUT046,1997,2,0,1,0.39161481179230845
NCV30,20.2,1,0.065932087,2,64.851,OUT046,1997,2,0,1,0.07013159236968275
FDL45,12.857645184136183,0,0.037505332,1,126.2704,OUT027,1985,1,2,3,0.3234724064062022
FDK09,15.2,0,0.092282353,1,227.2352,OUT017,2007,1,1,1,0.3132714475160665
FDQ58,7.315,0,0.01532563,1,153.434,OUT049,1999,1,0,1,0.032643068448434155
FDA28,16.1,2,0.047996608,1,127.0362,OUT018,2009,1,2,2,0.1034887279404264
FDA02,12.857645184136183,2,0.052040539,1,143.1786,OUT019,1985,2,0,0,0.019585841069060493
NCC54,17.75,1,0.097629611,2,240.4196,OUT013,1987,0,2,1,0.3482607365092319
FDA55,17.2,2,0.057221177,1,225.4088,OUT018,2009,1,2,2,0.18596348056717332
NCJ43,6.635,1,0.045308629,2,173.1396,OUT010,1998,1,2,0,0.024176272569621546
NCB19,12.857645184136183,1,0.158096128,2,86.3882,OUT019,1985,2,0,0,0.004029378761603591
FDA19,7.52,0,0.055127499,1,128.2994,OUT046,1997,2,0,1,0.30261144547587476
FDD35,12.15,0,0.025842905,1,119.844,OUT013,1987,0,2,1,0.04335407528307662
FDK08,9.195,2,0.122802943,1,100.1016,OUT018,2009,1,2,2,0.0827297765990003
FDN27,12.857645184136183,0,0.039370913,1,116.9808,OUT027,1985,1,2,3,0.293685606447006
NCC19,12.857645184136183,1,0.096411426,2,192.982,OUT027,1985,1,2,3,0.3524431296541875
FDL16,12.85,0,0.16871476,1,47.306,OUT049,1999,1,0,1,0.07956747934305826
NCL54,12.857645184136183,1,0.082353076,2,176.9054,OUT027,1985,1,2,3,0.3193920228501479
FDR33,7.31,0,0.026830586,1,108.057,OUT049,1999,1,0,1,0.15734979088034273
FDD52,18.25,2,0.183260221,1,108.557,OUT035,2004,2,1,1,0.09002346220544731
FDV33,9.6,2,0.027386122,1,259.2304,OUT049,1999,1,0,1,0.35366724472100375
FDF21,10.3,2,0.047694985142857145,1,191.153,OUT035,2004,2,1,1,0.12827705804345607
FDM56,16.7,0,0.06669397839999999,1,109.1912,OUT018,2009,1,2,2,0.039273691727022345
FDB12,11.15,2,0.105287746,1,103.2648,OUT035,2004,2,1,1,0.18045496276650005
FDI48,11.85,2,0.041877656,1,51.2666,OUT035,2004,2,1,1,0.02886871365908395
FDH09,12.6,0,0.05616476,1,51.8982,OUT049,1999,1,0,1,0.033714169131898404
FDQ36,7.855,2,0.11569389942857143,1,38.3848,OUT046,1997,2,0,1,0.0688564725084158
FDY16,18.35,2,0.092150005,1,184.8266,OUT013,1987,0,2,1,0.2941446495970621
NCM43,12.857645184136183,1,0.01938106,2,164.321,OUT027,1985,1,2,3,0.42231969805161684
FDF59,12.5,0,0.071534226,1,124.902,OUT018,2009,1,2,2,0.13312251351627052
NCR38,17.25,1,0.113497001,2,253.4724,OUT035,2004,2,1,1,0.05528919718453535
FDY13,12.1,0,0.030121709,1,78.067,OUT035,2004,2,1,1,0.16755074977047843
FDC40,16.0,2,0.065051586,1,76.1986,OUT035,2004,2,1,1,0.08099561358767725
FDT11,5.94,2,0.029538509,1,189.4556,OUT017,2007,1,1,1,0.14128328062837905
FDT59,13.65,0,0.015976249,1,230.2668,OUT018,2009,1,2,2,0.22686932571661736
NCU54,8.88,1,0.098622378,2,208.427,OUT046,1997,2,0,1,0.41517902682852187
FDG34,11.5,2,0.062885197,1,106.7254,OUT010,1998,1,2,0,0.03901866775476895
FDQ36,7.855,2,0.162461219,1,39.2848,OUT017,2007,1,1,1,0.06314393552993981
DRZ11,8.85,2,0.112840108,0,122.0388,OUT049,1999,1,0,1,0.09231867795572783
DRH23,12.857645184136183,0,0.298205272,0,55.7614,OUT019,1985,2,0,0,0.00591655615627869
FDT55,13.6,2,0.043902087,1,157.0946,OUT017,2007,1,1,1,0.4205345302458431
NCV53,8.27,1,0.018797945,2,241.288,OUT013,1987,0,2,1,0.4197694583290829
FDQ33,12.857645184136183,0,0.06856548625,1,151.6708,OUT027,1985,1,2,3,0.366316433744772
NCJ54,9.895,1,0.060017128,2,230.8642,OUT013,1987,0,2,1,0.33566255227991426
FDY16,12.857645184136183,2,0.16147714,1,186.2266,OUT019,1985,2,0,0,0.08221972865449353
NCN07,18.5,1,0.033944698,2,129.9284,OUT046,1997,2,0,1,0.0782413546873406
FDO01,21.1,2,0.020803054,1,129.7994,OUT018,2009,1,2,2,0.09588901356727532
FDP32,6.65,0,0.08816538,1,126.8678,OUT017,2007,1,1,1,0.13383658063858003
NCN07,18.5,1,0.034082974,2,130.9284,OUT018,2009,1,2,2,0.14893399979598082
DRN47,12.857645184136183,0,0.016745264,0,180.766,OUT027,1985,1,2,3,0.23156176680607976
NCM18,13.0,1,0.083009876,2,61.1194,OUT045,2002,1,1,1,0.1777007038661634
FDD40,12.857645184136183,2,0.014721719,1,193.6162,OUT027,1985,1,2,3,0.3954401713761094
FDW47,15.0,0,0.046375227,1,122.8414,OUT046,1997,2,0,1,0.05345302458431093
FDI45,13.1,0,0.037639672,1,175.6054,OUT049,1999,1,0,1,0.07793532592063654
FDJ46,11.1,0,0.04500603,1,174.0054,OUT018,2009,1,2,2,0.15842089156380698
FDD38,16.75,2,0.013711274,1,100.2674,OUT010,1998,1,2,0,0.013057227379373662
FDS37,7.655,0,0.032009653,1,117.2492,OUT045,2002,1,1,1,0.18382127920024482
FDY60,10.5,2,0.026424424,1,145.2128,OUT045,2002,1,1,1,0.28389268591247574
FDP13,8.1,2,0.134870732,1,41.948,OUT018,2009,1,2,2,0.01275119861266959
FDM28,15.7,0,0.045295529,1,181.366,OUT045,2002,1,1,1,0.14893399979598082
FDY33,14.5,2,0.097750937,1,159.7262,OUT017,2007,1,1,1,0.43629501173110274
NCM54,17.7,1,0.05089667,2,125.5678,OUT013,1987,0,2,1,0.10461083341834133
FDK04,7.36,0,0.052312034,1,58.5588,OUT046,1997,2,0,1,0.05885953279608284
NCI42,18.75,1,0.010363586,2,207.1954,OUT035,2004,2,1,1,0.12516576558196468
FDF45,18.2,2,0.012254429,1,59.9904,OUT018,2009,1,2,2,0.046822401305722745
FDN56,5.46,2,0.107223632,1,144.8786,OUT049,1999,1,0,1,0.2520146893808018
FDR56,15.5,2,0.101335811,1,196.5768,OUT017,2007,1,1,1,0.2541058859532796
FDX40,12.85,0,0.098993139,1,39.3164,OUT046,1997,2,0,1,0.03886565337141691
FDB34,15.25,0,0.026760329,1,86.0198,OUT017,2007,1,1,1,0.15112720595735998
FDY47,8.6,2,0.054594957,1,130.531,OUT045,2002,1,1,1,0.09690910945628889
DRB01,7.39,0,0.082170947,0,190.953,OUT013,1987,0,2,1,0.18642252371722942
FDR51,9.035,2,0.173821519,1,151.4708,OUT045,2002,1,1,1,0.18188309701111904
FDR48,11.65,0,0.131708682,1,152.3024,OUT049,1999,1,0,1,0.11374069162501274
FDZ25,15.7,2,0.027594064,1,171.179,OUT013,1987,0,2,1,0.14051820871161888
FDJ04,18.0,0,0.12470444,1,120.3124,OUT045,2002,1,1,1,0.20626338875854328
NCG07,12.857645184136183,1,0.052247806,2,190.853,OUT027,1985,1,2,3,0.3463225543201061
FDB52,17.75,0,0.030559583,1,257.4672,OUT018,2009,1,2,2,0.29123737631337343
FDH14,17.1,2,0.046903482,1,142.0838,OUT045,2002,1,1,1,0.1911659696011425
NCY17,18.2,1,0.163096139,2,43.0086,OUT046,1997,2,0,1,0.05554422115678874
FDX31,20.35,2,0.012647330333333333,1,234.4958,OUT045,2002,1,1,1,0.10486585739059472
FDN12,15.6,0,0.081103929,1,112.3544,OUT046,1997,2,0,1,0.07456900948689177
FDG56,13.3,2,0.071743629,1,59.7536,OUT018,2009,1,2,2,0.06783637661940223
FDP23,6.71,0,0.035731825,1,218.3166,OUT018,2009,1,2,2,0.4310925226971335
FDC47,15.0,0,0.119131749,1,226.9694,OUT045,2002,1,1,1,0.5222890951749465
FDW25,12.857645184136183,0,0.037217847,1,86.8224,OUT027,1985,1,2,3,0.1084361930021422
NCR42,9.105,1,0.038559926,2,33.89,OUT045,2002,1,1,1,0.0051004794450678365
DRO59,11.8,0,0.054238448,0,75.4012,OUT049,1999,1,0,1,0.07303886565337142
FDT60,12.0,0,0.075856062,1,124.5388,OUT018,2009,1,2,2,0.13026624502703252
FDE32,20.7,0,0.048957533,1,37.8506,OUT018,2009,1,2,2,0.01780067326328675
FDF21,10.3,2,0.059160135,1,191.553,OUT017,2007,1,1,1,0.5062225849229828
FDX04,19.6,2,0.041536962,1,46.0376,OUT013,1987,0,2,1,0.03784555748240334
FDC22,6.89,2,0.109286496,1,193.482,OUT049,1999,1,0,1,0.1897378353565235
FDD39,16.7,0,0.070297175,1,216.385,OUT045,2002,1,1,1,0.27925124961746406
DRC36,13.0,2,0.044984874,0,175.0054,OUT046,1997,2,0,1,0.1450066306232786
DRE01,10.1,0,0.167155198,0,241.7512,OUT046,1997,2,0,1,0.4058961542384984
FDP37,15.6,0,0.142986863,1,130.3994,OUT013,1987,0,2,1,0.21401611751504643
DRI01,7.97,0,0.027925476857142858,0,173.7422,OUT045,2002,1,1,1,0.20881362848107723
NCE19,12.857645184136183,1,0.162856593,2,54.5956,OUT019,1985,2,0,0,0.014179332857288587
NCS30,5.945,1,0.08879035442857143,2,128.9652,OUT017,2007,1,1,1,0.1359787820055085
FDX31,20.35,2,0.014885998,1,234.4958,OUT018,2009,1,2,2,0.24808732020809954
FDH47,13.5,2,0.128816212,1,96.4068,OUT046,1997,2,0,1,0.19106396001224116
FDY11,6.71,2,0.029680868,1,65.0142,OUT018,2009,1,2,2,0.06309293073548913
FDU23,12.15,0,0.036360676,1,166.0184,OUT010,1998,1,2,0,0.022748138325002554
FDO19,17.7,2,0.016582833,1,50.5034,OUT013,1987,0,2,1,0.10915026012445171
FDP08,20.5,2,0.112316501,1,193.9478,OUT013,1987,0,2,1,0.3388248495358564
FDX19,19.1,0,0.096653315,1,235.1958,OUT013,1987,0,2,1,0.3555034173212282
FDJ28,12.3,0,0.021984639,1,191.2162,OUT017,2007,1,1,1,0.14485361623992654
FDE29,8.905,0,0.143351652,1,62.0878,OUT049,1999,1,0,1,0.020656941752524742
FDC14,14.5,2,0.041482394,1,40.0454,OUT017,2007,1,1,1,0.013516270529429768
FDV44,8.365,2,0.040069806,1,190.7188,OUT017,2007,1,1,1,0.1433234724064062
NCF43,8.51,1,0.052239735,2,141.947,OUT017,2007,1,1,1,0.15097419157400796
NCY42,6.38,1,0.015149955,2,144.047,OUT013,1987,0,2,1,0.23870243802917473
NCZ06,12.857645184136183,1,0.09370568,2,253.8698,OUT027,1985,1,2,3,0.250076507191676
FDB29,16.7,2,0.052401766,1,115.1176,OUT035,2004,2,1,1,0.11149648066918291
FDL28,10.0,2,0.063121982,1,231.7668,OUT013,1987,0,2,1,0.032745078037335514
FDF57,14.5,2,0.058946687,1,168.6448,OUT045,2002,1,1,1,0.2194226257268183
FDE44,14.65,0,0.171245426,1,50.3692,OUT013,1987,0,2,1,0.04274201774966847
FDU33,12.857645184136183,2,0.134057426,1,45.3402,OUT027,1985,1,2,3,0.06783637661940223
FDA08,11.85,2,0.050368454,1,163.8526,OUT017,2007,1,1,1,0.13602978679995917
NCC06,19.0,1,0.026986367,2,127.1336,OUT046,1997,2,0,1,0.21289401203713149
FDO32,6.36,0,0.120543611,1,45.806,OUT046,1997,2,0,1,0.08670815056615323
FDU39,18.85,0,0.036037952,1,58.4562,OUT046,1997,2,0,1,0.05192288075079057
NCK18,9.6,1,0.006725388,2,165.9184,OUT018,2009,1,2,2,0.22513516270529427
FDI26,5.94,0,0.034940979,1,177.3344,OUT049,1999,1,0,1,0.1204733244925023
DRE37,13.5,0,0.094219593,0,189.9872,OUT046,1997,2,0,1,0.09884729164541467
NCN26,10.85,1,0.048004263,2,117.5808,OUT010,1998,1,2,0,0.02438029174742426
FDS16,15.15,2,0.066164431,1,147.376,OUT035,2004,2,1,1,0.16576558196470467
FDE40,15.6,2,0.0942601924,1,62.4194,OUT018,2009,1,2,2,0.05911455676833622
